followers per capita,65 and over,,,,,,
0.00103494,14,,,,,,
0.00182241,13,,,,,,
0.00058438,12,,,,,,
0.00252216,14,,,,,,
0.00079341,12,,,slope,5.884789116,12.93490985,intercept
0.00121046,14,,,plus or minus,4.646628004,0.083439124,plus or minus
0.00043124,10,,,r^2,0.003430108,1.778443163,s(y)
0.00027801,11,,,F,1.603932168,466,degrees of freedom
0.00038026,11,,,regression ss,5.073013032,1473.892799,residual ss
0.00055599,14,,,,,,
0.00390883,14,,,,,,
0.04056548,14,,,,,,
0.00067574,11,,,,,,
0.00031619,10,,,,,,
0.0001552,17,,,,,,
0.00241215,14,,,,,,
0.00190718,13,,,,,,
0.00035435,15,,,,,,
0.00436248,14,,,,,,
0.0001849,14,,,,,,
0.00130397,13,,,,,,
0.00079268,14,,,,,,
0.00042862,10,,,,,,
0.00021056,9,,,,,,
0.00011578,13,,,,,,
0.00051125,11,,,,,,
0.0005246,12,,,,,,
0.03313386,13,,,,,,
0.00041423,17,,,,,,
0.00485358,15,,,,,,
0.00067018,17,,,,,,
0.01432447,12,,,,,,
0.00102859,11,,,,,,
0.01529859,8,,,,,,
0.00205071,11,,,,,,
0.00031924,15,,,,,,
0.00044103,11,,,,,,
0.00080838,14,,,,,,
0.00089048,13,,,,,,
0.00096464,14,,,,,,
0.00057943,13,,,,,,
0.00251035,14,,,,,,
0.00040198,14,,,,,,
0.00015535,14,,,,,,
0.00007871,14,,,,,,
0.00020788,13,,,,,,
0.0003831,14,,,,,,
0.00010888,13,,,,,,
0.00011464,13,,,,,,
0.00002362,11,,,,,,
0.00006912,11,,,,,,
0.00123098,14,,,,,,
0.0007319,12,,,,,,
0.00257361,12,,,,,,
0.00705679,14,,,,,,
0.00027477,14,,,,,,
0.00052601,11,,,,,,
0.00361859,14,,,,,,
0.00135857,13,,,,,,
0.00022832,13,,,,,,
0.01665343,14,,,,,,
0.00112976,13,,,,,,
0.00072106,14,,,,,,
0.00061172,13,,,,,,
0.00185204,12,,,,,,
0.01683886,16,,,,,,
0.00010222,11,,,,,,
0.00019063,14,,,,,,
0.00029344,17,,,,,,
0.01779665,12,,,,,,
0.00298435,16,,,,,,
0.00017772,10,,,,,,
0.00033075,10,,,,,,
0.00089629,14,,,,,,
0.00159819,10,,,,,,
0.00001986,11,,,,,,
0.00111321,14,,,,,,
0.00008956,10,,,,,,
0.00016742,10,,,,,,
0.00008858,11,,,,,,
0.00023129,14,,,,,,
0.00104239,13,,,,,,
0.00162115,14,,,,,,
0.00080515,15,,,,,,
0.00236464,13,,,,,,
0.00085919,13,,,,,,
0.01317945,9,,,,,,
0.00188029,11,,,,,,
0.00053318,12,,,,,,
0.00013843,11,,,,,,
0.00453786,14,,,,,,
0.00029725,14,,,,,,
0.00133642,14,,,,,,
0.00160022,14,,,,,,
0.00005062,15,,,,,,
0.00028677,10,,,,,,
0.00002678,14,,,,,,
0.00004635,11,,,,,,
0.00000655,11,,,,,,
0.00032236,14,,,,,,
0.00092571,14,,,,,,
0.00169685,10,,,,,,
0.0012498,14,,,,,,
0.00143647,11,,,,,,
0.0021413,14,,,,,,
0.00065469,14,,,,,,
0.00024553,10,,,,,,
0.00040616,15,,,,,,
0.00196992,13,,,,,,
0.00023259,17,,,,,,
0.00090438,13,,,,,,
0.00027935,17,,,,,,
0.00009462,11,,,,,,
0.00132214,14,,,,,,
0.00135568,14,,,,,,
0.00054475,13,,,,,,
0.00010067,12,,,,,,
0.00076643,15,,,,,,
0.0000611,13,,,,,,
0.00010478,12,,,,,,
0.00006808,17,,,,,,
0.00010584,13,,,,,,
0.00014346,14,,,,,,
0.00011932,11,,,,,,
0.00350177,12,,,,,,
0.00776753,13,,,,,,
0.00171095,12,,,,,,
