tweets,18 to 24,,,,,,
14.0233,0.1002,,,,,,
12.3721,0.0955,,,,,,
7,0.1048,,,,,,
144.2593,0.0985,,,,,,
24.4706,0.0922,,,slope,-7.03401E-06,0.099864148,intercept
8.8095,0.1002,,,plus or minus,8.13759E-06,0.000389229,plus or minus
13.52,0.1023,,,r^2,0.001600785,0.005456581,s(y)
25.4722,0.1053,,,F,0.747161721,466,degrees of freedom
18.3846,0.1001,,,regression ss,2.22462E-05,0.013874815,residual ss
7.7143,0.0937,,,,,,
52.82,0.0983,,,,,,
151.1739,0.0953,,,,,,
17.1754,0.1053,,,,,,
40.36,0.1023,,,,,,
23.5652,0.0925,,,,,,
17.1277,0.0953,,,,,,
19.42,0.0985,,,,,,
11.0571,0.0993,,,,,,
12.7917,0.0974,,,,,,
13.7059,0.1024,,,,,,
41.5,0.0955,,,,,,
16.6774,0.1002,,,,,,
44.875,0.1023,,,,,,
0,0.1151,,,,,,
15.625,0.0985,,,,,,
8.898,0.1001,,,,,,
5.1154,0.1048,,,,,,
38.3846,0.0948,,,,,,
42.7347,0.0925,,,,,,
78.7917,0.1005,,,,,,
27.6,0.0925,,,,,,
31.5333,0.0993,,,,,,
16.2941,0.1001,,,,,,
57.6429,0.1056,,,,,,
22.7857,0.097,,,,,,
32.8889,0.0993,,,,,,
39,0.1053,,,,,,
5.2308,0.0985,,,,,,
33.3684,0.0955,,,,,,
9.0741,0.1002,,,,,,
63.3333,0.1002,,,,,,
52.0833,0.0915,,,,,,
19.9091,0.0937,,,,,,
30.3333,0.099,,,,,,
15.25,0.0985,,,,,,
48,0.0952,,,,,,
96.5,0.1016,,,,,,
24.6667,0.1002,,,,,,
66,0.0971,,,,,,
39.25,0.1053,,,,,,
23.3,0.1053,,,,,,
28.6327,0.0985,,,,,,
6.3421,0.0967,,,,,,
46.6316,0.0965,,,,,,
68.1923,0.1013,,,,,,
15.8148,0.0953,,,,,,
38.25,0.1001,,,,,,
15.6129,0.1029,,,,,,
39,0.1002,,,,,,
22.9545,0.0985,,,,,,
15.3654,0.1016,,,,,,
20.8182,0.1028,,,,,,
12.3714,0.0985,,,,,,
8.16,0.0955,,,,,,
152.8,0.0982,,,,,,
12.8235,0.0873,,,,,,
40.4783,0.1053,,,,,,
14.2105,0.1024,,,,,,
8.62,0.0925,,,,,,
96.2941,0.1002,,,,,,
21.5161,0.0912,,,,,,
10.7143,0.1023,,,,,,
48,0.1023,,,,,,
1.0204,0.1016,,,,,,
144.2097,0.1023,,,,,,
11.2308,0.1053,,,,,,
20.6364,0.0983,,,,,,
18.0435,0.1023,,,,,,
26.8966,0.1023,,,,,,
11.7692,0.1053,,,,,,
69,0.1024,,,,,,
25.3333,0.0955,,,,,,
58.0476,0.0915,,,,,,
14.125,0.0993,,,,,,
21.0233,0.0955,,,,,,
33.8,0.1002,,,,,,
68.3962,0.1151,,,,,,
25.3333,0.097,,,,,,
44.9762,0.1002,,,,,,
25.4194,0.1053,,,,,,
37.2222,0.1013,,,,,,
2.0667,0.114,,,,,,
15.7037,0.0974,,,,,,
76.9375,0.1013,,,,,,
60.8571,0.0993,,,,,,
14.4074,0.1023,,,,,,
76.3333,0.1024,,,,,,
74,0.1001,,,,,,
4.3333,0.1053,,,,,,
35.75,0.0974,,,,,,
41,0.1204,,,,,,
102.6667,0.1023,,,,,,
7.0385,0.0937,,,,,,
15,0.097,,,,,,
41.4571,0.0915,,,,,,
43.0526,0.0985,,,,,,
25.4412,0.1023,,,,,,
7.2128,0.0993,,,,,,
65.3846,0.0971,,,,,,
21,0.0925,,,,,,
23.4828,0.1002,,,,,,
21.5714,0.0925,,,,,,
40.3077,0.1053,,,,,,
34.2963,0.0965,,,,,,
37.8519,0.1029,,,,,,
26.5185,0.0955,,,,,,
31.25,0.0967,,,,,,
1.0781,0.0961,,,,,,
52.5,0.0971,,,,,,
40.4,0.0965,,,,,,
114.3333,0.0925,,,,,,
61.6667,0.0971,,,,,,
10.697,0.1024,,,,,,
17.9231,0.1053,,,,,,
15.4348,0.0993,,,,,,
73.623,0.0948,,,,,,
43.0952,0.0965,,,,,,
82.2414,0.0985,,,,,,
8.6667,0.0971,,,,,,
43,0.0915,,,,,,
10.0294,0.1053,,,,,,
91.913,0.0993,,,,,,
45.1429,0.1053,,,,,,
8.1964,0.099,,,,,,
36.2931,0.1002,,,,,,
16.7143,0.099,,,,,,
20.1961,0.1002,,,,,,
31.7455,0.0985,,,,,,
