14,4947
13,11565
12,2649
14,24929
12,2143
14,5786
10,10844
11,10357
11,3684
14,2130
14,23410
14,468004
11,25174
10,7951
17,2918
14,27829
13,18185
15,4501
14,12721
14,3583
13,8275
14,3789
10,10778
9,582
13,1104
11,4953
12,2378
13,175742
17,7788
15,14784
17,12600
12,8079
11,9965
8,10862
11,10313
15,4055
11,16430
14,7990
13,5651
14,4611
13,3757
14,8972
14,1540
14,993
14,778
13,902
14,1437
13,706
13,1471
11,880
11,2575
14,12167
12,4922
12,14860
14,6337
14,3170
11,5096
14,16736
13,8809
13,2177
14,62467
13,3352
14,7127
13,3882
12,2904
16,22362
11,3808
14,3694
17,5517
12,142391
16,5530
10,4469
10,8317
14,3362
10,40188
11,740
14,6667
10,2252
10,4210
11,3300
14,4482
13,6615
14,5794
15,10227
13,15006
13,5571
9,36428
11,9456
12,4266
11,5157
14,4075
14,313
14,3897
14,1437
15,643
10,7211
14,519
11,449
11,244
14,940
14,623
10,42669
14,4788
11,7224
14,7653
14,6471
10,6174
15,5159
13,25276
17,4373
13,5864
17,5252
11,3525
14,7519
14,6270
13,3457
12,677
15,758
13,784
12,605
17,1280
13,1358
14,2780
11,4445
12,1975
13,41199
12,9879
13,7949
13,260
14,1061
11,4002
15,6917
11,16245
14,17109
12,9580
14,8980
14,7194
13,9406
15,3331
13,598
14,7111
12,6450
13,2943
13,3546
10,4496
10,5245
17,676
14,1827
12,7024
14,36472
10,5102
15,67125
10,3098
13,21645
13,839
15,5737
11,10632
14,8806
10,9077
10,3449
11,6779
11,6102
11,2716
14,4289
14,2877
14,6400
14,11319
14,7184
12,3740
14,3145
14,764
10,628
15,10824
12,1789
9,5005
10,3030
12,29430
11,9580
10,8113
14,8704
12,5385
14,6785
13,8545
13,852
14,9149
13,14044
14,3268
14,3866
12,921
14,4019
12,4159
12,3258
13,5410
14,4927
13,4175
12,3822
14,2141
11,2571
12,470
13,622
12,1386
13,1182
11,458
14,1407
14,7189
11,80078
14,10098
10,6766
10,5705
10,1734
14,5723
13,7919
11,6913
14,13142
13,9397
14,5669
14,3966
14,13689
14,965
14,1040
14,4165
14,12496
11,7676
13,17001
15,14487
13,4689
14,814
14,2796
15,658
13,6059
14,3246
14,2297
12,556
14,1021
16,1742
15,8149
13,10793
15,11084
14,9647
14,6962
11,20497
11,2672
14,4637
12,7399
11,9008
13,3172
14,5735
14,6093
12,1735
14,1754
11,1048
15,688
14,11536
13,5463
12,7024
12,4868
14,6985
9,25131
11,367
11,777
13,621
14,4806
14,14193
14,1798403
14,4349
14,7177
13,13891
12,6984
13,3310
11,10106
13,24688
12,17446
11,8821
12,7807
13,9765
12,12497
14,5260
11,2372
9,6449
13,2646
16,6122
14,6641
15,3863
8,15964
13,10336
10,4333
10,8996
12,14279
14,7883
11,4421
11,34831
11,1618
14,3972
14,562
14,18173
11,5829
15,3443
16,3315
15,3294
14,4842
16,10873
14,695
13,1177
14,1082
13,806
14,1151
17,481
14,4474
14,1504
17,29000
13,779
11,9051
11,3670
11,103
10,7097
14,10298
17,2255
13,3822
11,484
10,3267
14,2644
13,8721
13,2274
11,320304
15,2697
14,28009
13,4276
13,3561
14,4604
11,18765
10,7724
11,6651
13,9022
14,3449
16,8243
11,726
17,5724
13,3180
13,3566
13,177324
13,322
15,1593
13,634
11,333
13,7188
14,13199
14,4328
12,98852
13,6653
16,8905
13,1351
17,16022
11,1081
11,3211
13,2239
14,343185
14,3468
14,7337
12,2495
14,14189
12,7337
13,10503
13,5645
17,10014
14,2772
14,4094
14,3863
12,4066
12,4631
14,6132
13,6504
17,5718
13,2952
17,11845
14,800
15,340
11,511
14,833
11,11780
15,149654
14,52147
12,4410
14,384
14,7001
10,9741
14,8469
11,3918
13,9283
14,6089
12,5448
10,9884
14,10590
14,17196
13,10339
12,1795
11,4834
15,7287
11,3009
11,3418
13,4955
14,640
14,1494
11,8337
13,15441
14,5965
14,9854
14,6919
14,23738
14,3593
17,4495
14,4468
13,2592
11,3958
13,521
14,1919
9,523
11,1260
13,2127
10,1086
14,14098
14,2764
14,5761
15,19941
14,327
14,3258
14,4288
15,6271
12,2467
14,4947
11,3436
11,964
14,7047
11,20257
13,8888
14,2482
13,2476
12,11979
11,343
10,518
10,276
11,16922
13,1629
11,1470
13,1787
13,5674
12,2883
14,15364
14,7447
14,1958
11,3903
14,5037
14,9581
12,10510
12,38491
17,2725
17,3978
14,4693
14,1405
13,625
10,377
14,337
10,162
14,15942
8,5469
13,4410
13,4419
13,4085
17,519
