38,0.00103494
38,0.00182241
36,0.00058438
39,0.00252216
36,0.00079341
38,0.00121046
34,0.00043124
35,0.00027801
35,0.00038026
38,0.00055599
38,0.00390883
39,0.04056548
35,0.00067574
34,0.00031619
41,0.00015520
39,0.00241215
37,0.00190718
40,0.00035435
37,0.00436248
38,0.00018490
38,0.00130397
38,0.00079268
34,0.00042862
29,0.00021056
37,0.00011578
35,0.00051125
36,0.00052460
37,0.03313386
41,0.00041423
38,0.00485358
41,0.00067018
37,0.01432447
35,0.00102859
34,0.01529859
36,0.00205071
40,0.00031924
35,0.00044103
39,0.00080838
38,0.00089048
38,0.00096464
37,0.00057943
40,0.00251035
38,0.00040198
36,0.00015535
39,0.00007871
38,0.00020788
36,0.00038310
37,0.00010888
37,0.00011464
35,0.00002362
35,0.00006912
39,0.00123098
37,0.00073190
38,0.00257361
39,0.00705679
39,0.00027477
35,0.00052601
38,0.00361859
37,0.00135857
37,0.00022832
36,0.01665343
36,0.00112976
39,0.00072106
38,0.00061172
35,0.00185204
43,0.01683886
35,0.00010222
38,0.00019063
41,0.00029344
38,0.01779665
41,0.00298435
34,0.00017772
34,0.00033075
36,0.00089629
34,0.00159819
35,0.00001986
38,0.00111321
34,0.00008956
34,0.00016742
35,0.00008858
38,0.00023129
38,0.00104239
40,0.00162115
40,0.00080515
38,0.00236464
37,0.00085919
29,0.01317945
36,0.00188029
38,0.00053318
35,0.00013843
39,0.00453786
39,0.00029725
37,0.00133642
39,0.00160022
40,0.00005062
34,0.00028677
38,0.00002678
35,0.00004635
35,0.00000655
37,0.00032236
37,0.00092571
34,0.00169685
38,0.00124980
36,0.00143647
40,0.00214130
39,0.00065469
34,0.00024553
40,0.00040616
37,0.00196992
41,0.00023259
37,0.00090438
41,0.00027935
35,0.00009462
39,0.00132214
38,0.00135568
38,0.00054475
37,0.00010067
40,0.00076643
37,0.00006110
38,0.00010478
41,0.00006808
37,0.00010584
38,0.00014346
35,0.00011932
37,0.00350177
37,0.00776753
38,0.00171095
37,0.00083367
37,0.00002026
40,0.00029687
35,0.00010742
40,0.00054456
35,0.00043606
36,0.00267663
38,0.00119735
36,0.00140488
36,0.00393976
37,0.00098647
40,0.00026224
37,0.00004661
39,0.00061636
36,0.00142290
38,0.00046376
38,0.00055878
34,0.00017880
34,0.00020858
41,0.00003596
36,0.00100055
38,0.00087789
38,0.00788584
34,0.00020290
38,0.02203710
34,0.00012320
37,0.00168693
39,0.00009543
40,0.00045166
35,0.00109744
36,0.00137766
34,0.00036097
34,0.00013716
35,0.00018197
35,0.00062985
36,0.00054007
39,0.00037176
38,0.00014847
36,0.00100125
38,0.00244735
37,0.00246365
38,0.00046744
38,0.00016230
39,0.00056176
34,0.00002497
38,0.00355351
37,0.00026602
29,0.00181078
34,0.00012050
38,0.00509699
35,0.00025715
34,0.00032264
38,0.00044917
36,0.00199371
39,0.00498897
36,0.00288001
37,0.00041379
40,0.00255988
37,0.00147289
39,0.00240294
38,0.00019950
38,0.00015951
38,0.00067106
36,0.00153980
37,0.00048446
36,0.00189625
39,0.00049848
37,0.00032538
38,0.00047769
37,0.00318128
35,0.00006901
37,0.00006989
37,0.00006523
36,0.00051314
37,0.00012396
35,0.00001229
37,0.00209064
36,0.00191656
35,0.00214951
38,0.00052111
34,0.00026907
34,0.00022688
34,0.00006896
37,0.00703071
37,0.00083052
35,0.00071356
39,0.00113912
36,0.00329373
36,0.00310460
39,0.00034376
39,0.00240707
39,0.00008364
39,0.00009014
39,0.00073237
38,0.00064485
35,0.00079232
37,0.00132499
38,0.00475607
37,0.00088405
36,0.00012735
39,0.00042700
40,0.00005180
37,0.00047222
39,0.00049572
39,0.00023240
37,0.00008268
41,0.00077584
43,0.00131175
38,0.00267531
39,0.00122759
42,0.01770607
39,0.00097602
39,0.00070437
35,0.00211571
35,0.00007172
38,0.00023929
36,0.00163225
35,0.00024180
39,0.00036078
40,0.00160464
39,0.00578632
37,0.00025799
39,0.00026787
36,0.00020839
38,0.00022587
39,0.00099991
37,0.00265323
37,0.01245390
35,0.00310459
36,0.00186217
29,0.00909226
35,0.00000985
35,0.00002086
37,0.00030160
38,0.00024801
39,0.00216753
36,0.28135216
38,0.00022443
39,0.00109606
38,0.00320143
37,0.00103851
37,0.00034714
35,0.00027127
39,0.00280801
38,0.00302148
35,0.00023678
38,0.00097575
36,0.00342271
37,0.00185829
38,0.00027144
35,0.00006367
29,0.00233321
37,0.00049887
43,0.00460994
39,0.00067189
40,0.00030413
34,0.02248451
37,0.00108401
34,0.00017231
34,0.00035775
37,0.00212327
39,0.00138614
35,0.00011867
35,0.00093496
35,0.00004343
38,0.00066322
