Rep,4947
Sen,11565
Rep,2649
Rep,24929
Rep,2143
Rep,5786
Rep,10844
Rep,10357
Rep,3684
Rep,2130
Sen,23410
Rep,468004
Sen,25174
Rep,7951
Rep,2918
Sen,27829
Sen,18185
Rep,4501
Sen,12721
Rep,3583
Rep,8275
Rep,3789
Rep,6641
Rep,10778
Rep,582
Rep,1104
Rep,4953
Rep,2378
Rep,175742
Rep,7788
Rep,14784
Rep,12600
Sen,8079
Rep,9965
Sen,10862
Sen,10313
Rep,4055
Rep,16430
Rep,7990
Rep,5651
Rep,4611
Rep,3757
Sen,8972
Rep,1540
Rep,993
Rep,778
Rep,902
Rep,1437
Rep,706
Rep,1471
Rep,880
Rep,2575
Rep,12167
Sen,4922
Sen,14860
Sen,6337
Rep,3170
Sen,5096
Rep,2795
Rep,16736
Sen,8809
Rep,2177
Sen,62467
Sen,3352
Rep,7127
Rep,3882
Sen,2904
Sen,22362
Rep,3808
Rep,3694
Rep,5517
Rep,142391
Rep,5530
Rep,4469
Rep,8317
Rep,3362
Sen,40188
Rep,740
Rep,6667
Rep,2252
Rep,4210
Rep,3300
Rep,4482
Rep,6615
Rep,5794
Sen,10227
Sen,15006
Rep,5571
Rep,36428
Rep,9456
Rep,4266
Rep,5157
Rep,4075
Rep,313
Rep,3897
Sen,1437
Rep,643
Rep,7211
Rep,519
Rep,449
Rep,244
Rep,940
Rep,623
Sen,42669
Rep,4788
Rep,7224
Rep,7653
Rep,6471
Rep,6174
Rep,5159
Sen,25276
Rep,4373
Sen,5864
Rep,5252
Rep,3525
Rep,7519
Rep,6270
Rep,3457
Rep,677
Rep,758
Rep,784
Rep,605
Rep,1280
Rep,1358
Rep,2780
Rep,4445
Sen,1975
Rep,41199
Rep,9879
Rep,7949
Rep,260
Rep,1061
Rep,4002
Rep,6917
Sen,16245
Sen,17109
Rep,9580
Rep,8980
Rep,7194
Rep,9406
Rep,3331
Rep,598
Rep,7111
Rep,6450
Rep,2943
Rep,3546
Rep,4496
Rep,5245
Rep,676
Sen,1827
Rep,7024
Sen,36472
Rep,5102
Sen,67125
Rep,3098
Rep,21645
Rep,839
Rep,5737
Rep,10632
Rep,8806
Rep,9077
Rep,3449
Rep,6779
Rep,6102
Rep,2716
Rep,4289
Rep,2877
Rep,6400
Rep,11319
Rep,7184
Rep,3740
Rep,3145
Rep,764
Rep,628
Sen,10824
Rep,1789
Sen,5005
Rep,3030
Rep,29430
Rep,9580
Rep,8113
Rep,8704
Sen,5385
Sen,6785
Rep,8545
Sen,852
Rep,9149
Sen,14044
Rep,3268
Rep,3866
Rep,921
Rep,4019
Rep,4159
Rep,3258
Rep,5410
Rep,4927
Rep,4175
Rep,3822
Sen,2141
Rep,2571
Rep,470
Rep,622
Rep,1386
Rep,1182
Rep,458
Sen,1407
Sen,7189
Rep,80078
Rep,10098
Rep,6766
Rep,5705
Rep,1734
Sen,5723
Rep,7919
Rep,6913
Rep,13142
Rep,9397
Sen,5669
Rep,3966
Sen,13689
Rep,965
Rep,1040
Rep,4165
Rep,12496
Rep,7676
Sen,17001
Rep,14487
Rep,4689
Rep,814
Rep,2796
Rep,658
Rep,6059
Rep,3246
Rep,2297
Rep,556
Rep,1021
Sen,1742
Rep,8149
Sen,10793
Sen,11084
Sen,9647
Rep,6962
Rep,20497
Rep,2672
Rep,4637
Sen,7399
Rep,9008
Rep,3172
Rep,5735
Rep,6093
Rep,1735
Rep,1754
Rep,1048
Rep,688
Rep,11536
Rep,5463
Rep,7024
Rep,4868
Rep,6985
Sen,25131
Rep,367
Rep,777
Rep,621
Rep,4806
Rep,14193
Sen,1798403
Rep,4349
Rep,7177
Sen,13891
Rep,6984
Rep,3310
Rep,10106
Sen,24688
Sen,17446
Rep,8821
Rep,7807
Sen,9765
Sen,12497
Rep,5260
Rep,2372
Rep,6449
Rep,2646
Rep,6122
Rep,6641
Rep,3863
Sen,15964
Rep,10336
Rep,4333
Rep,8996
Rep,14279
Rep,7883
Rep,4421
Rep,34831
Rep,1618
Sen,3972
Rep,562
Sen,18173
Rep,5829
Rep,3443
Rep,3315
Rep,3294
Rep,4842
Sen,10873
Rep,695
Rep,1177
Rep,1082
Rep,806
Rep,1151
Rep,481
Rep,4474
Rep,1504
Sen,29000
Rep,779
Rep,9051
Rep,3670
Rep,103
Rep,7097
Rep,10298
Rep,2255
Rep,3822
Rep,484
Rep,3267
Rep,2644
Rep,8721
Rep,2274
Rep,320304
Rep,2697
Sen,28009
Rep,4276
Rep,3561
Sen,4604
Rep,18765
Rep,7724
Rep,6651
Rep,9022
Rep,3449
Rep,17603
Rep,8243
Rep,726
Rep,5724
Rep,3180
Rep,3566
Sen,177324
Rep,322
Rep,1593
Rep,634
Rep,333
Rep,7188
Rep,13199
Sen,4328
Sen,98852
Sen,6653
Sen,8905
Rep,1351
Rep,16022
Rep,1081
Rep,3211
Rep,2239
Rep,343185
Rep,3468
Rep,7337
Rep,2495
Rep,14189
Rep,7337
Rep,10503
Rep,5645
Rep,10014
Rep,2772
Rep,4094
Rep,3863
Rep,4066
Rep,4631
Rep,6132
Rep,6504
Rep,5718
Rep,2952
Sen,11845
Rep,800
Rep,340
Rep,511
Rep,833
Rep,11780
Sen,149654
Sen,52147
Rep,4410
Rep,384
Rep,7001
Rep,9741
Sen,8469
Rep,3918
Rep,9283
Rep,6089
Rep,5448
Rep,9884
Sen,10590
Sen,17196
Rep,10339
Rep,1795
Rep,4834
Rep,7287
Rep,3009
Rep,3418
Rep,4955
Rep,640
Rep,1494
Rep,8337
Rep,15441
Rep,5965
Sen,9854
Rep,6919
Sen,23738
Rep,3593
Rep,4495
Rep,4468
Rep,2592
Rep,3958
Rep,521
Rep,1919
Rep,523
Rep,1260
Rep,2127
Rep,1086
Sen,14098
Rep,2764
Rep,5761
Sen,19941
Rep,327
Rep,3258
Rep,4288
Rep,6271
Rep,2467
Rep,4947
Rep,3436
Rep,964
Rep,7047
Sen,20257
Sen,8888
Rep,2482
Rep,2476
Rep,11979
Rep,343
Rep,518
Rep,276
Rep,16922
Rep,1629
Rep,1470
Rep,1787
Sen,5674
Rep,2883
Sen,15364
Rep,7447
Rep,1958
Rep,3903
Rep,5037
Sen,9581
Rep,10510
Sen,38491
Rep,2725
Rep,3978
Rep,4693
Rep,1405
Rep,625
Rep,377
Rep,337
Rep,162
Sen,15942
Rep,5469
Rep,4410
Rep,4419
Rep,4085
Rep,519
