38,0.00001297
38,0.00005547
36,0.00004434
39,0.00014053
36,0.00043576
38,0.00000042
34,0.00000231
35,0.00004810
35,0.00004397
38,0.00006447
38,0.00128836
39,0.00118748
35,0.00000204
34,0.00000887
41,0.00000761
39,0.00000338
37,0.00040399
40,0.00004299
37,0.00009328
38,0.00010161
38,0.00028065
38,0.00009268
34,0.00002776
29,0.00003437
37,0.00001311
35,0.00001590
36,0.00002559
37,0.00074566
41,0.00006276
38,0.00374819
41,0.00057130
37,0.00062411
35,0.00022461
34,0.00068169
36,0.00000974
40,0.00013116
35,0.00040197
39,0.00078430
38,0.00017633
38,0.00041506
37,0.00010503
40,0.00009149
38,0.00020961
36,0.00000078
39,0.00003167
38,0.00006061
36,0.00014689
37,0.00001126
37,0.00013732
35,0.00000099
35,0.00000183
39,0.00070427
37,0.00000000
38,0.00002425
39,0.00046771
39,0.00007688
35,0.00001889
38,0.00018595
37,0.00006724
37,0.00004782
36,0.00003706
36,0.00009976
39,0.00004735
38,0.00004050
35,0.00020982
43,0.00039006
35,0.00001860
38,0.00001011
41,0.00000601
38,0.00110886
41,0.00043443
34,0.00002402
34,0.00011386
36,0.00000880
34,0.00033262
35,0.00000706
38,0.00005811
34,0.00005655
34,0.00005528
35,0.00000738
38,0.00011776
38,0.00004664
40,0.00048545
40,0.00001330
38,0.00005720
37,0.00008051
29,0.00801049
36,0.00029171
38,0.00001912
35,0.00002190
39,0.00081069
39,0.00006268
37,0.00010219
39,0.00011470
40,0.00003212
34,0.00001575
38,0.00000155
35,0.00003004
35,0.00000185
37,0.00007167
37,0.00031204
34,0.00007456
38,0.00014148
36,0.00140227
40,0.00016844
39,0.00009652
34,0.00001054
40,0.00000228
37,0.00005331
41,0.00000713
37,0.00003840
41,0.00004436
35,0.00002840
39,0.00045015
38,0.00024173
38,0.00006272
37,0.00002870
40,0.00003741
37,0.00002424
38,0.00001230
41,0.00005037
37,0.00009960
38,0.00001182
35,0.00000604
37,0.00041489
37,0.00029204
38,0.00003239
37,0.00045863
37,0.00000086
40,0.00011080
35,0.00001087
40,0.00006889
35,0.00000327
36,0.00003113
38,0.00063267
36,0.00018508
36,0.00115498
37,0.00012732
40,0.00000197
37,0.00007887
39,0.00009725
36,0.00003640
38,0.00007863
38,0.00009770
34,0.00002816
34,0.00004891
41,0.00000888
36,0.00005476
38,0.00001800
38,0.00046357
34,0.00003523
38,0.00490742
34,0.00000195
37,0.00001185
39,0.00001217
40,0.00001449
35,0.00010611
36,0.00003489
34,0.00001066
34,0.00000084
35,0.00016122
35,0.00031038
36,0.00007994
39,0.00028058
38,0.00000831
36,0.00037797
38,0.00007546
37,0.00121091
38,0.00004624
38,0.00000351
39,0.00002574
34,0.00000899
38,0.00002003
37,0.00005621
29,0.00001339
34,0.00001459
38,0.00027156
35,0.00000510
34,0.00000859
38,0.00005919
36,0.00019993
39,0.00080515
36,0.00012504
37,0.00000534
40,0.00017208
37,0.00004646
39,0.00043235
38,0.00001713
38,0.00003256
38,0.00006512
36,0.00002703
37,0.00013755
36,0.00048510
39,0.00026912
37,0.00013109
38,0.00005699
37,0.00006538
35,0.00001876
37,0.00000000
37,0.00001238
36,0.00016401
37,0.00007027
35,0.00000038
37,0.00011293
36,0.00017089
35,0.00064653
38,0.00001244
34,0.00001121
34,0.00003177
34,0.00000469
37,0.00006020
37,0.00001196
35,0.00003220
39,0.00045540
36,0.00156222
36,0.00007558
39,0.00004681
39,0.00001389
