R,14.0233
R,12.3721
R,7.0000
R,144.2593
R,24.4706
R,8.8095
R,13.5200
D,25.4722
D,18.3846
D,7.7143
R,52.8200
R,151.1739
D,17.1754
R,40.3600
D,23.5652
D,17.1277
R,19.4200
D,11.0571
R,12.7917
D,13.7059
R,41.5000
R,16.6774
D,6.2414
R,44.8750
R,0.0000
D,15.6250
D,8.8980
R,5.1154
R,38.3846
R,42.7347
D,78.7917
R,27.6000
R,31.5333
R,16.2941
D,57.6429
D,22.7857
R,32.8889
D,39.0000
R,5.2308
R,33.3684
R,9.0741
R,63.3333
D,52.0833
D,19.9091
D,30.3333
R,15.2500
R,48.0000
R,96.5000
R,24.6667
D,66.0000
D,39.2500
R,23.3000
R,28.6327
D,6.3421
D,46.6316
D,68.1923
R,15.8148
R,38.2500
D,29.6000
D,15.6129
R,39.0000
R,22.9545
R,15.3654
R,20.8182
D,12.3714
D,8.1600
R,152.8000
R,12.8235
D,40.4783
D,14.2105
R,8.6200
R,96.2941
R,21.5161
R,10.7143
R,48.0000
R,1.0204
R,144.2097
D,11.2308
D,20.6364
R,18.0435
D,26.8966
R,11.7692
D,69.0000
D,25.3333
D,58.0476
D,14.1250
R,21.0233
D,33.8000
R,68.3962
R,25.3333
D,44.9762
D,25.4194
D,37.2222
D,2.0667
R,15.7037
D,76.9375
D,60.8571
D,14.4074
R,76.3333
R,74.0000
R,4.3333
R,35.7500
R,41.0000
R,102.6667
D,7.0385
D,15.0000
D,41.4571
D,43.0526
D,25.4412
D,7.2128
D,65.3846
R,21.0000
D,23.4828
D,21.5714
R,40.3077
R,34.2963
R,37.8519
R,26.5185
D,31.2500
R,1.0781
R,52.5000
D,40.4000
R,114.3333
D,61.6667
D,10.6970
D,17.9231
R,15.4348
D,73.6230
D,43.0952
R,82.2414
D,8.6667
D,43.0000
D,10.0294
D,91.9130
D,45.1429
R,8.1964
R,36.2931
R,16.7143
R,20.1961
R,31.7455
R,17.4074
D,73.5000
D,35.2353
R,15.2381
R,24.5769
R,33.6667
R,48.6154
R,64.4074
D,44.6667
R,46.6667
R,30.0213
R,37.8983
R,26.2424
R,39.5385
D,4.1053
D,34.7917
R,51.2500
R,12.3404
R,31.4583
D,22.4792
R,33.1600
D,4.1471
D,126.4390
R,51.3548
R,15.8889
R,39.4074
R,3.8519
R,99.1852
R,34.3704
R,151.5667
R,20.3333
R,6.8148
D,29.3333
D,103.3333
D,43.6316
R,22.0000
R,33.0800
D,24.9259
D,77.2800
D,12.2364
R,7.1569
D,78.0625
R,49.8000
D,66.3659
R,26.6735
D,63.0000
D,60.5000
D,44.8140
D,21.5185
R,48.2593
R,65.5000
R,54.9630
R,53.0000
R,3.0385
R,93.2593
R,88.2593
R,37.1852
R,40.6667
R,7.3889
D,26.1500
D,42.3333
R,34.6667
D,15.8333
R,66.6000
D,15.0000
D,80.6667
R,70.1000
R,275.4600
D,21.4200
D,17.0476
D,100.4545
R,6.4615
D,38.6538
R,13.4694
D,24.8776
R,14.5192
R,53.2745
R,18.3333
R,42.6207
R,24.4444
R,97.5000
D,12.3636
D,9.5789
R,26.0769
R,19.9583
R,69.8966
R,13.3261
R,32.8140
D,78.0000
D,14.8148
R,14.2000
R,18.5357
D,86.0000
D,48.6667
D,19.6667
D,73.3333
I,64.6667
R,8.8030
D,46.9167
D,62.7308
D,8.3250
D,11.4082
D,15.6458
D,17.0000
D,18.1071
D,50.7647
D,40.3846
R,40.1481
D,18.3696
D,14.3725
D,56.8824
D,7.8636
R,26.8000
D,3.6923
R,62.4912
D,14.0588
R,18.6531
R,19.5385
R,58.2143
R,46.4634
R,36.3333
D,55.3333
D,24.3333
D,17.0800
D,48.0600
R,94.3725
D,5.4706
D,53.5769
R,100.8095
D,30.3611
D,37.2759
R,23.0909
D,40.7843
D,53.1944
D,21.3429
D,18.0870
R,28.0196
D,80.9565
D,17.4694
R,4.6765
D,22.1739
D,127.5385
D,7.8400
R,6.2414
R,17.3947
R,33.2885
R,30.5714
R,7.0000
R,84.2857
R,55.5577
D,36.1020
D,13.0000
R,80.8627
D,16.7222
D,34.2000
D,52.0000
D,21.1042
R,3.3043
R,35.0000
R,26.7407
R,26.3846
R,19.2963
D,33.8889
D,72.3333
R,23.7500
D,79.6667
R,50.6667
R,48.0000
D,47.0000
D,8.4255
D,16.2667
D,7.8000
D,36.0000
D,12.4082
D,19.2424
R,0.1000
R,54.3750
R,39.8889
R,2.3704
R,27.9630
D,36.0000
R,43.4600
D,57.8571
D,83.3333
D,8.9070
D,23.0000
R,15.0667
R,49.6863
D,25.2647
R,46.0370
D,50.6875
R,45.3380
R,38.2093
D,11.7200
R,33.3396
D,36.7778
D,90.0208
D,14.6780
D,6.7333
R,20.6122
R,27.9565
R,37.2692
R,29.2759
D,51.5000
R,4.8627
R,40.0000
D,110.0000
D,50.2667
D,42.5400
D,61.4286
D,32.8333
R,12.3721
D,94.8750
R,26.6667
R,124.2787
D,15.9286
R,27.0000
D,17.0000
R,23.4902
R,13.1765
R,26.4583
D,41.3636
D,17.5323
R,20.4821
R,50.3200
R,18.8696
R,32.4694
R,14.9231
R,45.2593
R,15.2963
D,34.1600
R,45.2500
R,70.8571
R,40.5849
R,209.0000
R,17.7273
R,35.6667
R,38.0000
R,63.5000
D,18.5000
R,49.3333
D,33.8205
I,131.0208
D,35.3585
D,12.0303
R,17.5000
D,21.0833
R,40.2041
R,2.0800
D,7.3542
R,96.9298
D,14.9545
D,15.1111
R,11.8571
D,16.4186
R,29.3478
D,20.4082
R,2.8605
D,14.8125
R,34.7400
D,34.1364
D,14.3030
D,15.1765
D,2.5135
R,19.3478
D,19.9388
R,35.0612
D,15.1200
D,50.2105
R,64.7500
R,47.3103
D,31.5000
R,15.8148
R,25.3103
R,25.6207
R,25.2963
D,48.6667
D,163.0000
R,37.6667
D,80.4000
D,2.2619
R,10.3889
R,30.6957
D,23.0000
R,39.0577
R,48.7857
R,22.2000
R,22.0652
D,50.5385
R,42.8824
D,6.6757
D,15.2619
R,16.6538
D,39.3333
R,26.9189
D,35.6522
D,24.7778
D,2.4242
D,28.6774
D,9.5385
R,26.5000
D,48.6667
D,15.5000
D,16.5833
D,1.0000
D,36.0000
R,3.2222
R,28.3200
R,4.0741
D,22.4615
R,11.0625
R,9.0385
R,29.2500
R,35.2222
D,34.1538
R,62.4737
D,32.9143
R,37.2917
D,35.1111
R,51.1481
R,59.0000
R,67.0000
R,57.3333
R,10.6923
R,15.3333
D,16.7500
R,11.8750
D,36.8333
R,86.0769
R,39.0000
R,2.6667
