67.0,3.9,26.2,1.1,1.5,0.0010
75.6,4.6,16.7,1.4,1.7,0.0018
60.3,4.2,32.0,1.5,1.6,0.0006
76.6,4.4,14.2,2.4,2.3,0.0025
54.1,26.5,8.1,7.2,4.7,0.0008
67.0,3.9,26.2,1.1,1.5,0.0012
45.3,37.6,11.8,3.8,2.7,0.0004
40.1,37.6,6.2,13.0,4.9,0.0003
55.9,8.8,30.5,3.2,2.1,0.0004
78.5,11.7,1.8,3.7,3.8,0.0006
81.0,3.5,11.6,1.6,2.1,0.0039
81.1,3.1,12.2,1.7,2.1,0.0399
40.1,37.6,6.2,13.0,4.9,0.0007
45.3,37.6,11.8,3.8,2.7,0.0003
57.9,22.5,16.0,2.4,2.5,0.0002
81.1,3.1,12.2,1.7,2.1,0.0024
65.3,8.4,21.5,2.2,2.2,0.0019
79.5,5.7,10.8,2.7,1.9,0.0003
74.5,6.4,15.4,1.2,2.0,0.0043
58.3,17.6,15.9,7.3,3.0,0.0002
75.6,4.6,16.7,1.4,1.7,0.0013
67.0,3.9,26.2,1.1,1.5,0.0008
45.3,37.6,11.8,3.8,2.7,0.0004
80.4,13.0,1.1,2.0,2.7,0.0002
65.3,8.4,21.5,2.2,2.2,0.0001
55.9,8.8,30.5,3.2,2.1,0.0005
60.3,4.2,32.0,1.5,1.6,0.0005
83.1,4.7,5.2,4.0,2.4,0.0325
57.9,22.5,16.0,2.4,2.5,0.0004
88.7,5.0,2.9,1.7,1.8,0.0046
57.9,22.5,16.0,2.4,2.5,0.0007
85.9,8.9,0.8,0.8,2.2,0.0135
55.9,8.8,30.5,3.2,2.1,0.0010
64.1,5.5,3.3,5.4,7.3,0.0147
70.0,20.7,4.0,2.8,3.4,0.0020
79.5,5.7,10.8,2.7,1.9,0.0003
40.1,37.6,6.2,13.0,4.9,0.0004
76.6,4.4,14.2,2.4,2.3,0.0008
75.6,4.6,16.7,1.4,1.7,0.0009
67.0,3.9,26.2,1.1,1.5,0.0010
81.5,6.0,9.1,1.6,2.0,0.0006
71.2,13.4,10.1,3.8,2.6,0.0025
78.5,11.7,1.8,3.7,3.8,0.0004
57.8,29.6,4.1,2.8,3.4,0.0001
76.6,4.4,14.2,2.4,2.3,0.0001
86.3,3.1,7.8,1.1,1.7,0.0002
68.7,8.9,7.4,1.7,5.9,0.0004
81.5,6.0,9.1,1.6,2.0,0.0001
63.7,15.8,14.5,4.6,2.3,0.0001
40.1,37.6,6.2,13.0,4.9,0.0000
40.1,37.6,6.2,13.0,4.9,0.0001
76.6,4.4,14.2,2.4,2.3,0.0012
72.5,11.2,3.6,7.2,4.7,0.0007
54.7,8.2,29.4,5.5,2.9,0.0025
65.3,8.2,21.4,3.2,2.7,0.0067
81.1,3.1,12.2,1.7,2.1,0.0003
55.9,8.8,30.5,3.2,2.1,0.0005
64.1,5.1,27.9,1.3,1.7,0.0035
81.5,6.0,9.1,1.6,2.0,0.0013
65.3,8.4,21.5,2.2,2.2,0.0002
68.7,8.9,7.4,1.7,5.9,0.0163
58.0,2.7,37.0,0.9,1.1,0.0011
76.6,4.4,14.2,2.4,2.3,0.0007
75.6,4.6,16.7,1.4,1.7,0.0006
84.0,11.2,0.6,1.2,2.5,0.0018
94.4,1.3,1.2,1.0,1.6,0.0160
40.1,37.6,6.2,13.0,4.9,0.0001
58.3,17.6,15.9,7.3,3.0,0.0002
57.9,22.5,16.0,2.4,2.5,0.0003
64.8,7.9,19.4,5.5,2.9,0.0176
93.2,1.2,3.4,0.7,1.5,0.0029
45.3,37.6,11.8,3.8,2.7,0.0002
45.3,37.6,11.8,3.8,2.7,0.0003
68.7,8.9,7.4,1.7,5.9,0.0009
45.3,37.6,11.8,3.8,2.7,0.0016
40.1,37.6,6.2,13.0,4.9,0.0000
81.0,3.5,11.6,1.6,2.1,0.0011
45.3,37.6,11.8,3.8,2.7,0.0001
45.3,37.6,11.8,3.8,2.7,0.0002
40.1,37.6,6.2,13.0,4.9,0.0001
58.3,17.6,15.9,7.3,3.0,0.0002
75.6,4.6,16.7,1.4,1.7,0.0010
71.2,13.4,10.1,3.8,2.6,0.0016
79.5,5.7,10.8,2.7,1.9,0.0008
75.6,4.6,16.7,1.4,1.7,0.0023
81.5,6.0,9.1,1.6,2.0,0.0008
80.4,13.0,1.1,2.0,2.7,0.0127
70.0,20.7,4.0,2.8,3.4,0.0018
64.8,7.9,19.4,5.5,2.9,0.0005
40.1,37.6,6.2,13.0,4.9,0.0001
65.3,8.2,21.4,3.2,2.7,0.0043
76.4,12.4,5.7,2.9,3.3,0.0003
74.5,6.4,15.4,1.2,2.0,0.0013
65.3,8.2,21.4,3.2,2.7,0.0015
79.5,5.7,10.8,2.7,1.9,0.0000
45.3,37.6,11.8,3.8,2.7,0.0003
58.3,17.6,15.9,7.3,3.0,0.0000
55.9,8.8,30.5,3.2,2.1,0.0000
40.1,37.6,6.2,13.0,4.9,0.0000
74.5,6.4,15.4,1.2,2.0,0.0003
88.9,2.0,1.2,1.0,1.8,0.0009
45.3,37.6,11.8,3.8,2.7,0.0016
78.5,11.7,1.8,3.7,3.8,0.0012
70.0,20.7,4.0,2.8,3.4,0.0014
71.2,13.4,10.1,3.8,2.6,0.0021
76.6,4.4,14.2,2.4,2.3,0.0007
45.3,37.6,11.8,3.8,2.7,0.0002
79.5,5.7,10.8,2.7,1.9,0.0004
63.7,15.8,14.5,4.6,2.3,0.0020
57.9,22.5,16.0,2.4,2.5,0.0002
81.5,6.0,9.1,1.6,2.0,0.0009
57.9,22.5,16.0,2.4,2.5,0.0003
40.1,37.6,6.2,13.0,4.9,0.0001
83.3,5.9,6.3,2.3,1.8,0.0013
64.1,5.1,27.9,1.3,1.7,0.0013
75.6,4.6,16.7,1.4,1.7,0.0005
72.5,11.2,3.6,7.2,4.7,0.0001
87.8,2.9,0.4,0.6,2.5,0.0008
63.7,15.8,14.5,4.6,2.3,0.0001
54.7,8.2,29.4,5.5,2.9,0.0001
57.9,22.5,16.0,2.4,2.5,0.0001
63.7,15.8,14.5,4.6,2.3,0.0001
58.3,17.6,15.9,7.3,3.0,0.0001
40.1,37.6,6.2,13.0,4.9,0.0001
85.9,8.9,0.8,0.8,2.2,0.0033
83.1,4.7,5.2,4.0,2.4,0.0076
54.7,8.2,29.4,5.5,2.9,0.0017
65.3,8.4,21.5,2.2,2.2,0.0008
63.7,15.8,14.5,4.6,2.3,0.0000
71.2,13.4,10.1,3.8,2.6,0.0003
40.1,37.6,6.2,13.0,4.9,0.0001
79.5,5.7,10.8,2.7,1.9,0.0005
40.1,37.6,6.2,13.0,4.9,0.0004
57.8,29.6,4.1,2.8,3.4,0.0026
64.8,7.9,19.4,5.5,2.9,0.0012
57.8,29.6,4.1,2.8,3.4,0.0013
82.1,9.2,4.5,1.8,2.2,0.0039
65.3,8.4,21.5,2.2,2.2,0.0010
79.5,5.7,10.8,2.7,1.9,0.0003
63.7,15.8,14.5,4.6,2.3,0.0000
81.1,3.1,12.2,1.7,2.1,0.0006
60.3,4.2,32.0,1.5,1.6,0.0014
75.6,4.6,16.7,1.4,1.7,0.0005
75.6,4.6,16.7,1.4,1.7,0.0006
45.3,37.6,11.8,3.8,2.7,0.0002
45.3,37.6,11.8,3.8,2.7,0.0002
57.9,22.5,16.0,2.4,2.5,0.0000
82.1,9.2,4.5,1.8,2.2,0.0010
64.8,7.9,19.4,5.5,2.9,0.0009
64.1,5.1,27.9,1.3,1.7,0.0076
45.3,37.6,11.8,3.8,2.7,0.0002
88.7,5.0,2.9,1.7,1.8,0.0207
45.3,37.6,11.8,3.8,2.7,0.0001
63.7,15.8,14.5,4.6,2.3,0.0017
59.3,17.7,13.7,8.3,2.7,0.0001
79.5,5.7,10.8,2.7,1.9,0.0004
55.9,8.8,30.5,3.2,2.1,0.0011
57.8,29.6,4.1,2.8,3.4,0.0013
45.3,37.6,11.8,3.8,2.7,0.0004
45.3,37.6,11.8,3.8,2.7,0.0001
40.1,37.6,6.2,13.0,4.9,0.0002
55.9,8.8,30.5,3.2,2.1,0.0006
70.0,20.7,4.0,2.8,3.4,0.0005
81.1,3.1,12.2,1.7,2.1,0.0004
58.3,17.6,15.9,7.3,3.0,0.0001
57.8,29.6,4.1,2.8,3.4,0.0010
64.1,5.1,27.9,1.3,1.7,0.0023
74.5,6.4,15.4,1.2,2.0,0.0024
64.8,7.9,19.4,5.5,2.9,0.0005
58.3,17.6,15.9,7.3,3.0,0.0002
22.7,8.9,1.6,38.6,23.6,0.0005
45.3,37.6,11.8,3.8,2.7,0.0000
88.7,5.0,2.9,1.7,1.8,0.0033
72.5,11.2,3.6,7.2,4.7,0.0003
80.4,13.0,1.1,2.0,2.7,0.0017
45.3,37.6,11.8,3.8,2.7,0.0001
54.7,8.2,29.4,5.5,2.9,0.0050
40.1,37.6,6.2,13.0,4.9,0.0003
45.3,37.6,11.8,3.8,2.7,0.0003
58.3,17.6,15.9,7.3,3.0,0.0004
54.1,26.5,8.1,7.2,4.7,0.0020
22.7,8.9,1.6,38.6,23.6,0.0048
58.0,2.7,37.0,0.9,1.1,0.0028
40.5,46.3,2.1,1.4,3.7,0.0004
71.2,13.4,10.1,3.8,2.6,0.0026
65.3,8.4,21.5,2.2,2.2,0.0015
22.7,8.9,1.6,38.6,23.6,0.0023
58.3,17.6,15.9,7.3,3.0,0.0002
54.7,8.2,29.4,5.5,2.9,0.0002
81.0,3.5,11.6,1.6,2.1,0.0007
54.1,26.5,8.1,7.2,4.7,0.0015
72.5,11.2,3.6,7.2,4.7,0.0005
78.2,10.5,5.9,2.4,3.0,0.0018
76.6,4.4,14.2,2.4,2.3,0.0005
63.7,15.8,14.5,4.6,2.3,0.0003
64.8,7.9,19.4,5.5,2.9,0.0005
88.9,2.0,1.2,1.0,1.8,0.0031
40.1,37.6,6.2,13.0,4.9,0.0001
72.5,11.2,3.6,7.2,4.7,0.0001
65.3,8.4,21.5,2.2,2.2,0.0001
54.1,26.5,8.1,7.2,4.7,0.0005
65.3,8.4,21.5,2.2,2.2,0.0001
40.1,37.6,6.2,13.0,4.9,0.0000
88.9,2.0,1.2,1.0,1.8,0.0021
68.7,8.9,7.4,1.7,5.9,0.0019
40.1,37.6,6.2,13.0,4.9,0.0021
58.3,17.6,15.9,7.3,3.0,0.0005
45.3,37.6,11.8,3.8,2.7,0.0003
45.3,37.6,11.8,3.8,2.7,0.0002
45.3,37.6,11.8,3.8,2.7,0.0001
84.7,2.7,1.3,0.9,2.1,0.0064
65.3,8.4,21.5,2.2,2.2,0.0008
55.9,8.8,30.5,3.2,2.1,0.0007
81.1,3.1,12.2,1.7,2.1,0.0011
78.2,10.5,5.9,2.4,3.0,0.0032
82.1,9.2,4.5,1.8,2.2,0.0031
81.1,3.1,12.2,1.7,2.1,0.0003
83.3,5.9,6.3,2.3,1.8,0.0024
81.1,3.1,12.2,1.7,2.1,0.0001
81.1,3.1,12.2,1.7,2.1,0.0001
