Rep,0,,Rep,0,,Sen,0.0001,,,,
Sen,0.0001,,Rep,0,,Sen,0.0013,,,,
Rep,0,,Rep,0.0001,,Sen,0,,,,
Rep,0.0001,,Rep,0.0004,,Sen,0,,p-value,0.093847896,"(two-tail, assumed different standard deviations)"
Rep,0.0004,,Rep,0,,Sen,0.0004,,,,
Rep,0,,Rep,0,,Sen,0.0001,,,,
Rep,0,,Rep,0,,Sen,0.0006,,,,
Rep,0,,Rep,0,,Sen,0.0007,,,,
Rep,0,,Rep,0.0001,,Sen,0,,,,
Rep,0.0001,,Rep,0.0012,,Sen,0.0001,,,,
Sen,0.0013,,Rep,0,,Sen,0,,,,
Rep,0.0012,,Rep,0,,Sen,0,,,,
Sen,0,,Rep,0,,Sen,0.0005,,,,
Rep,0,,Rep,0.0001,,Sen,0,,,,
Rep,0,,Rep,0.0003,,Sen,0.0001,,,,
Sen,0,,Rep,0.0001,,Sen,0,,,,
Sen,0.0004,,Rep,0,,Sen,0.0001,,,,
Rep,0,,Rep,0,,Sen,0.0002,,,,
Sen,0.0001,,Rep,0,,Sen,0.0004,,,,
Rep,0.0001,,Rep,0,,Sen,0.0003,,,,
Rep,0.0003,,Rep,0,,Sen,0,,,,
Rep,0.0001,,Rep,0.0007,,Sen,0.0001,,,,
Rep,0,,Rep,0.0001,,Sen,0.0001,,,,
Rep,0,,Rep,0.0037,,Sen,0.0001,,,,
Rep,0,,Rep,0.0006,,Sen,0.0001,,,,
Rep,0,,Rep,0.0002,,Sen,0,,,,
Rep,0,,Rep,0.0001,,Sen,0.0004,,,,
Rep,0.0007,,Rep,0.0004,,Sen,0,,,,
Rep,0.0001,,Rep,0.0008,,Sen,0,,,,
Rep,0.0037,,Rep,0.0002,,Sen,0.0001,,,,
Rep,0.0006,,Rep,0.0004,,Sen,0.0005,,,,
Sen,0.0006,,Rep,0.0001,,Sen,0.0049,,,,
Rep,0.0002,,Rep,0.0002,,Sen,0,,,,
Sen,0.0007,,Rep,0,,Sen,0,,,,
Sen,0,,Rep,0,,Sen,0.0002,,,,
Rep,0.0001,,Rep,0.0001,,Sen,0.0008,,,,
Rep,0.0004,,Rep,0.0001,,Sen,0,,,,
