age,tweets,,,,,,
47,14.0233,,,,,,
72,12.3721,,,slope,-0.061590297,59.9401096,intercept
66,7,,,plus or minus,0.015911642,0.761831543,plus or minus
32,144.2593,,,r^2,0.03095741,10.71474064,s(y)
54,24.4706,,,F,14.98285574,469,degrees of freedom
65,8.8095,,,regression ss,1720.116746,53843.85778,residual ss
63,13.52,,,,,,
55,25.4722,,,,,,
66,18.3846,,,,,,
64,7.7143,,,,,,
63,52.82,,,,,,
63,151.1739,,,,,,
72,17.1754,,,,,,
57,40.36,,,,,,
66,23.5652,,,,,,
60,17.1277,,,,,,
57,19.42,,,,,,
68,11.0571,,,,,,
62,12.7917,,,,,,
62,13.7059,,,,,,
60,41.5,,,,,,
53,16.6774,,,,,,
79,6.2414,,,,,,
62,44.875,,,,,,
61,0,,,,,,
65,15.625,,,,,,
57,8.898,,,,,,
57,5.1154,,,,,,
57,38.3846,,,,,,
50,42.7347,,,,,,
55,78.7917,,,,,,
61,27.6,,,,,,
60,31.5333,,,,,,
66,16.2941,,,,,,
51,57.6429,,,,,,
48,22.7857,,,,,,
57,32.8889,,,,,,
59,39,,,,,,
60,5.2308,,,,,,
62,33.3684,,,,,,
58,9.0741,,,,,,
50,63.3333,,,,,,
67,52.0833,,,,,,
58,19.9091,,,,,,
67,30.3333,,,,,,
61,15.25,,,,,,
39,48,,,,,,
37,96.5,,,,,,
52,24.6667,,,,,,
51,66,,,,,,
48,39.25,,,,,,
59,23.3,,,,,,
59,28.6327,,,,,,
54,6.3421,,,,,,
69,46.6316,,,,,,
66,68.1923,,,,,,
60,15.8148,,,,,,
69,38.25,,,,,,
67,29.6,,,,,,
72,15.6129,,,,,,
69,39,,,,,,
82,22.9545,,,,,,
65,15.3654,,,,,,
75,20.8182,,,,,,
83,12.3714,,,,,,
58,8.16,,,,,,
61,152.8,,,,,,
60,12.8235,,,,,,
75,40.4783,,,,,,
51,14.2105,,,,,,
68,8.62,,,,,,
49,96.2941,,,,,,
59,21.5161,,,,,,
56,10.7143,,,,,,
71,48,,,,,,
63,1.0204,,,,,,
61,144.2097,,,,,,
60,11.2308,,,,,,
68,20.6364,,,,,,
64,18.0435,,,,,,
57,26.8966,,,,,,
57,11.7692,,,,,,
48,69,,,,,,
63,25.3333,,,,,,
60,58.0476,,,,,,
52,14.125,,,,,,
60,21.0233,,,,,,
38,33.8,,,,,,
46,68.3962,,,,,,
58,25.3333,,,,,,
63,44.9762,,,,,,
59,25.4194,,,,,,
56,37.2222,,,,,,
51,2.0667,,,,,,
47,15.7037,,,,,,
49,76.9375,,,,,,
51,60.8571,,,,,,
38,14.4074,,,,,,
62,76.3333,,,,,,
46,74,,,,,,
70,4.3333,,,,,,
35,35.75,,,,,,
52,41,,,,,,
42,102.6667,,,,,,
65,7.0385,,,,,,
55,15,,,,,,
70,41.4571,,,,,,
86,43.0526,,,,,,
66,25.4412,,,,,,
59,7.2128,,,,,,
68,65.3846,,,,,,
51,21,,,,,,
57,23.4828,,,,,,
46,21.5714,,,,,,
45,40.3077,,,,,,
41,34.2963,,,,,,
47,37.8519,,,,,,
49,26.5185,,,,,,
51,31.25,,,,,,
50,1.0781,,,,,,
43,52.5,,,,,,
49,40.4,,,,,,
34,114.3333,,,,,,
45,61.6667,,,,,,
66,10.697,,,,,,
70,17.9231,,,,,,
69,15.4348,,,,,,
49,73.623,,,,,,
54,43.0952,,,,,,
49,82.2414,,,,,,
63,8.6667,,,,,,
