RepAnnWagner,Rep,Ann,Wagner,R,MO,F,50
RepWalorski,Rep,Jackie,Walorski,R,IN,F,49
TXRandy14,Rep,Randy,Weber,R,TX,M,59
RepBradWenstrup,Rep,Brad,Wenstrup,R,OH,M,54
RepRWilliams,Rep,Roger,Williams,R,TX,M,63
senwarren,Sen,Elizabeth,Warren,D,MA,F,63
repdonyoung,Rep,Don,Young,R,AK,M,79
RepJohnYarmuth,Rep,John,Yarmuth,D,KY,M,65
RepKevinYoder,Rep,Kevin,Yoder,R,KS,M,37
RepToddYoung,Rep,Todd,Young,R,IN,M,40
RepTedYoho,Rep,Ted,Yoho,R,FL,M,57
